Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample Last updated	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Publication date	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Submission date	Assembly Blast URL	Assembly Description	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_900007375.1																											899		13931		14830		Annotation submitted by ROTHAMSTED RESEARCH	Eukaryotic Annotation Propagation Pipeline	ROTHAMSTED RESEARCH	2018-07-12				Full annotation				PRJEB7533	PRJEB7533			The Quorn producing fungal genome and annotation of Fusarium venenatum and comparison with close relative Fusarium graminearum	SAMEA2827224	strain	A3/5					Fusarium venenatum_genome								Fusarium venenatum		56646	Fusarium venenatum_genome	SRA		ERS571000	2021-08-21T03:45:16.000	Generic		EBI	Generic.1.0	2018-02-26T00:00:00.000	live	2018-02-27T09:10:38.163	2018-02-27T08:10:00.616	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_900007375.1		Chromosome			ASM90000737v1		GCA_900007375.1			Annotation submitted by ROTHAMSTED RESEARCH			current	representative genome	2018-03-01		current	ROTHAMSTED RESEARCH			haploid	3	6056384		18411813	47.5	100.0x	5	16	1	5	2	9140027	5	38581574	38580753								GCF_900007375.1			Mitochondrion		ROTHAMSTED RESEARCH	78612							A3/5	Fusarium venenatum		56646	SOURCE_DATABASE_REFSEQ					
GCF_000240135.3																											402		13313	11	13726		Annotation submitted by International Gibberella zeae Genomics Consortium		International Gibberella zeae Genomics Consortium	2015-07-31								PRJNA13839	PRJNA13839			Fusarium graminearum PH-1 Genome sequencing and assembly	SAMN02953593	strain	PH-1; NRRL 31084	PRJNA13839												Fusarium graminearum PH-1		229533	Sample from Fusarium graminearum PH-1	GenBank		gb|AACM00000000.2	2019-06-20T17:03:45.588	Generic		Broad Institute of MIT and Harvard	Generic.1.0	2014-08-06T00:00:00.000	live	2014-08-06T15:30:54.140	2014-08-06T15:30:54.140	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000240135.3		Chromosome			ASM24013v3		GCA_000240135.3			Annotation submitted by International Gibberella zeae Genomics Consortium	2 unlocalized scaffolds on chromosome MT		current	representative genome	2008-11-21		current	International Gibberella zeae Genomics Consortium			haploid	66	184591	12	17507606	48		433	433		31	3	5350016	4	36458046	36223641								GCF_000240135.3													PH-1; NRRL 31084	Fusarium graminearum PH-1		229533	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AACM02	AACM02	https://www.ncbi.nlm.nih.gov/nuccore/AACM00000000.2
GCF_000149555.1																											396		15890	4	16290		Annotation submitted by Syngenta Biotechnology, Inc.	Eukaryotic Annotation Propagation Pipeline	Syngenta Biotechnology, Inc.	2023-04-03				Full annotation				PRJNA15553	PRJNA15553		PRJNA176382	WGS sequencing and assembly	SAMN02953630	strain	7600	PRJNA15553												Fusarium verticillioides 7600		334819	Sample from Fusarium verticillioides 7600	SRA		SRS1424067	2019-06-20T17:03:46.287	Generic		Broad Institute of MIT and Harvard	Generic.1.0	2014-08-06T00:00:00.000	live	2014-08-06T15:33:09.843	2014-08-06T15:33:09.843	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000149555.1		Chromosome			ASM14955v1		GCA_000149555.1			Annotation submitted by Syngenta Biotechnology, Inc.	3 unlocalized scaffolds on chromosome MT	chromosome MT	current	representative genome	2011-07-06		current	Syngenta Biotechnology, Inc.			haploid	34	392397	15	20310129	48.5		210	210	1	36	8	1959799	11	41791161	41700345								GCF_000149555.1			Mitochondrion		Syngenta Biotechnology, Inc.	53753							7600	Fusarium verticillioides 7600		334819	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AAIM02	AAIM02	https://www.ncbi.nlm.nih.gov/nuccore/AAIM00000000.2
GCF_000149555.1																											396		15890	4	16290		Annotation submitted by Syngenta Biotechnology, Inc.	Eukaryotic Annotation Propagation Pipeline	Syngenta Biotechnology, Inc.	2023-04-03				Full annotation				PRJNA15553	PRJNA15553		PRJNA176382	WGS sequencing and assembly	SAMN02953630	strain	7600	PRJNA15553												Fusarium verticillioides 7600		334819	Sample from Fusarium verticillioides 7600	GenBank		gb|AAIM00000000.2	2019-06-20T17:03:46.287	Generic		Broad Institute of MIT and Harvard	Generic.1.0	2014-08-06T00:00:00.000	live	2014-08-06T15:33:09.843	2014-08-06T15:33:09.843	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000149555.1		Chromosome			ASM14955v1		GCA_000149555.1			Annotation submitted by Syngenta Biotechnology, Inc.	3 unlocalized scaffolds on chromosome MT	chromosome MT	current	representative genome	2011-07-06		current	Syngenta Biotechnology, Inc.			haploid	34	392397	15	20310129	48.5		210	210	1	36	8	1959799	11	41791161	41700345								GCF_000149555.1			Mitochondrion		Syngenta Biotechnology, Inc.	53753							7600	Fusarium verticillioides 7600		334819	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AAIM02	AAIM02	https://www.ncbi.nlm.nih.gov/nuccore/AAIM00000000.2
GCF_000149555.1																											396		15890	4	16290		Annotation submitted by Syngenta Biotechnology, Inc.	Eukaryotic Annotation Propagation Pipeline	Syngenta Biotechnology, Inc.	2023-04-03				Full annotation				PRJNA15553	PRJNA176382			Fungal Genome Initiative	SAMN02953630	strain	7600	PRJNA15553												Fusarium verticillioides 7600		334819	Sample from Fusarium verticillioides 7600	SRA		SRS1424067	2019-06-20T17:03:46.287	Generic		Broad Institute of MIT and Harvard	Generic.1.0	2014-08-06T00:00:00.000	live	2014-08-06T15:33:09.843	2014-08-06T15:33:09.843	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000149555.1		Chromosome			ASM14955v1		GCA_000149555.1			Annotation submitted by Syngenta Biotechnology, Inc.	3 unlocalized scaffolds on chromosome MT	chromosome MT	current	representative genome	2011-07-06		current	Syngenta Biotechnology, Inc.			haploid	34	392397	15	20310129	48.5		210	210	1	36	8	1959799	11	41791161	41700345								GCF_000149555.1			Mitochondrion		Syngenta Biotechnology, Inc.	53753							7600	Fusarium verticillioides 7600		334819	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AAIM02	AAIM02	https://www.ncbi.nlm.nih.gov/nuccore/AAIM00000000.2
GCF_000149555.1																											396		15890	4	16290		Annotation submitted by Syngenta Biotechnology, Inc.	Eukaryotic Annotation Propagation Pipeline	Syngenta Biotechnology, Inc.	2023-04-03				Full annotation				PRJNA15553	PRJNA176382			Fungal Genome Initiative	SAMN02953630	strain	7600	PRJNA15553												Fusarium verticillioides 7600		334819	Sample from Fusarium verticillioides 7600	GenBank		gb|AAIM00000000.2	2019-06-20T17:03:46.287	Generic		Broad Institute of MIT and Harvard	Generic.1.0	2014-08-06T00:00:00.000	live	2014-08-06T15:33:09.843	2014-08-06T15:33:09.843	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000149555.1		Chromosome			ASM14955v1		GCA_000149555.1			Annotation submitted by Syngenta Biotechnology, Inc.	3 unlocalized scaffolds on chromosome MT	chromosome MT	current	representative genome	2011-07-06		current	Syngenta Biotechnology, Inc.			haploid	34	392397	15	20310129	48.5		210	210	1	36	8	1959799	11	41791161	41700345								GCF_000149555.1			Mitochondrion		Syngenta Biotechnology, Inc.	53753							7600	Fusarium verticillioides 7600		334819	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AAIM02	AAIM02	https://www.ncbi.nlm.nih.gov/nuccore/AAIM00000000.2
GCF_000303195.2																													12397		12397		Annotation submitted by CSIRO		CSIRO	2016-11-18					CLCBio Genomics Workbench v. 3 (April 2010)			PRJNA66583	PRJNA66583			Fusarium pseudograminearum CS3096 genome sequencing	SAMN02981337	strain	CS3096	PRJNA66583												Fusarium pseudograminearum CS3096		1028729	Sample from Fusarium pseudograminearum CS3096	SRA		SRS7036657	2020-07-17T18:15:16.103	Generic		CSIRO, Plant Industry	Generic.1.0	2014-08-11T11:23:54.140	live	2014-08-11T11:23:54.140	2014-08-11T11:23:54.140	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000303195.2		Chromosome			FP7		GCA_000303195.2			Annotation submitted by CSIRO			current	representative genome	2015-04-15	Illumina GA; Illumina GAIIx	current	CSIRO			haploid	62	188196		17610668	47.5	180.0x	656	656	1	279	2	8840934	4	36863345	36825645								GCF_000303195.2			Mitochondrion		CSIRO								CS3096	Fusarium pseudograminearum CS3096		1028729	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AFNW01	AFNW01	https://www.ncbi.nlm.nih.gov/nuccore/AFNW00000000.1
GCF_000303195.2																													12397		12397		Annotation submitted by CSIRO		CSIRO	2016-11-18					CLCBio Genomics Workbench v. 3 (April 2010)			PRJNA66583	PRJNA66583			Fusarium pseudograminearum CS3096 genome sequencing	SAMN02981337	strain	CS3096	PRJNA66583												Fusarium pseudograminearum CS3096		1028729	Sample from Fusarium pseudograminearum CS3096	GenBank		gb|AFNW00000000.1	2020-07-17T18:15:16.103	Generic		CSIRO, Plant Industry	Generic.1.0	2014-08-11T11:23:54.140	live	2014-08-11T11:23:54.140	2014-08-11T11:23:54.140	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_000303195.2		Chromosome			FP7		GCA_000303195.2			Annotation submitted by CSIRO			current	representative genome	2015-04-15	Illumina GA; Illumina GAIIx	current	CSIRO			haploid	62	188196		17610668	47.5	180.0x	656	656	1	279	2	8840934	4	36863345	36825645								GCF_000303195.2			Mitochondrion		CSIRO								CS3096	Fusarium pseudograminearum CS3096		1028729	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/AFNW01	AFNW01	https://www.ncbi.nlm.nih.gov/nuccore/AFNW00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	strain	DAOMC 252244	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA		Sample name	Fusarium poae DAOMC 252244 DNA	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	strain	DAOMC 252244	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA	SRA		SRS7684003	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	isolation_source	putative FHB-infected oat kernels	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA		Sample name	Fusarium poae DAOMC 252244 DNA	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	isolation_source	putative FHB-infected oat kernels	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA	SRA		SRS7684003	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	collection_date	2016	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA		Sample name	Fusarium poae DAOMC 252244 DNA	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	collection_date	2016	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA	SRA		SRS7684003	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	geo_loc_name	Canada:Quebec	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA		Sample name	Fusarium poae DAOMC 252244 DNA	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	geo_loc_name	Canada:Quebec	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA	SRA		SRS7684003	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
GCF_019609905.1																											274		13851		14125		Annotation submitted by Agriculture and Agri-Food Canada	Eukaryotic Annotation Propagation Pipeline	Agriculture and Agri-Food Canada	2021-11-23				Full annotation	Canu v. 1.8			PRJNA578270	PRJNA578270			Fusarium poae genome sequencing and assembly	SAMN13054494	sample_type	whole organism	PRJNA578270												Fusarium poae		36050	Fusarium poae DAOMC 252244 DNA		Sample name	Fusarium poae DAOMC 252244 DNA	2020-11-11T08:41:44.143	Microbe, viral or environmental		Agriculture and Agri-Food Canada	Microbe.1.0	2019-10-18T00:00:00.000	live	2019-10-18T07:16:03.534	2019-10-18T07:16:03.533	https://blast.ncbi.nlm.nih.gov/Blast.cgi?PAGE_TYPE=BlastSearch&PROG_DEF=blastn&BLAST_SPEC=GDH_GCF_019609905.1		Chromosome			ASM1960990v1		GCA_019609905.1			Annotation submitted by Agriculture and Agri-Food Canada			current	representative genome	2021-08-19	Oxford Nanopore; Illumina NextSeq	current	Agriculture and Agri-Food Canada			haploid	2	9989830		20447199	46.5	161.0x	12	12	1	12	2	9989830	4	43859651	43859651								GCF_019609905.1			Mitochondrion		Agriculture and Agri-Food Canada	140862							DAOMC 252244	Fusarium poae		36050	SOURCE_DATABASE_REFSEQ			https://www.ncbi.nlm.nih.gov/Traces/wgs/WOUF01	WOUF01	https://www.ncbi.nlm.nih.gov/nuccore/WOUF00000000.1
